#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4A0213C5  32   5   u    0       0          1              9      HT   -39    69     10
 4A0214C3  32   5   u    0       0          1             10      HT   -41    67     10
 4A020F47  32   6   u    0       0          0              0      HT   -30    71     10
 4A020FC7  32   6   u    0       0          0              1      HT   -31    71     10
 4A021047  32   6   u    0       0          0              2      HT   -32    71     10
 4A0210C7  32   6   u    0       0          0              3      HT   -33    71     10
 4A021147  32   6   u    0       0          0              4      HT   -34    71     10
 4A0211C7  32   6   u    0       0          0              5      HT   -35    71     10
 4A021247  32   6   u    0       0          0              6      HT   -36    71     10
 4A0212C7  32   6   u    0       0          0              7      HT   -37    71     10
 4A021347  32   6   u    0       0          0              8      HT   -38    71     10
 4A0213C7  32   6   u    0       0          0              9      HT   -39    71     10
 4A021447  32   6   u    0       0          0             10      HT   -40    71     10
 4A020F01  32   6   u    0       0          1              0      HT   -30     1     10
 4A020F81  32   6   u    0       0          1              1      HT   -31     1     10
 4A021001  32   6   u    0       0          1              2      HT   -32     1     10
 4A021081  32   6   u    0       0          1              3      HT   -33     1     10
 4A021101  32   6   u    0       0          1              4      HT   -34     1     10
 4A021181  32   6   u    0       0          1              5      HT   -35     1     10
 4A021201  32   6   u    0       0          1              6      HT   -36     1     10
 4A021281  32   6   u    0       0          1              7      HT   -37     1     10
 4A021301  32   6   u    0       0          1              8      HT   -38     1     10
 4A021381  32   6   u    0       0          1              9      HT   -39     1     10
 4A0214C7  32   6   u    0       0          1             10      HT   -41    71     10
 4A022F33  32   7   u    0       0          0              0      HT    30    51     10
 4A022FB3  32   7   u    0       0          0              1      HT    31    51     10
 4A023033  32   7   u    0       0          0              2      HT    32    51     10
 4A0230B3  32   7   u    0       0          0              3      HT    33    51     10
 4A023133  32   7   u    0       0          0              4      HT    34    51     10
 4A0231B3  32   7   u    0       0          0              5      HT    35    51     10
 4A023233  32   7   u    0       0          0              6      HT    36    51     10
 4A0232B3  32   7   u    0       0          0              7      HT    37    51     10
 4A023333  32   7   u    0       0          0              8      HT    38    51     10
 4A0233B3  32   7   u    0       0          0              9      HT    39    51     10
 4A023433  32   7   u    0       0          0             10      HT    40    51     10
 4A022F35  32   7   u    0       0          1              0      HT    30    53     10
 4A022FB5  32   7   u    0       0          1              1      HT    31    53     10
 4A023035  32   7   u    0       0          1              2      HT    32    53     10
 4A0230B5  32   7   u    0       0          1              3      HT    33    53     10
 4A023135  32   7   u    0       0          1              4      HT    34    53     10
 4A0231B5  32   7   u    0       0          1              5      HT    35    53     10
 4A023235  32   7   u    0       0          1              6      HT    36    53     10
 4A0232B5  32   7   u    0       0          1              7      HT    37    53     10
 4A023335  32   7   u    0       0          1              8      HT    38    53     10
 4A0233B5  32   7   u    0       0          1              9      HT    39    53     10
 4A0234B3  32   7   u    0       0          1             10      HT    41    51     10
 4A022F37  32   8   u    0       0          0              0      HT    30    55     10
 4A022FB7  32   8   u    0       0          0              1      HT    31    55     10
 4A023037  32   8   u    0       0          0              2      HT    32    55     10
 4A0230B7  32   8   u    0       0          0              3      HT    33    55     10
 4A023137  32   8   u    0       0          0              4      HT    34    55     10
 4A0231B7  32   8   u    0       0          0              5      HT    35    55     10
 4A023237  32   8   u    0       0          0              6      HT    36    55     10
 4A0232B7  32   8   u    0       0          0              7      HT    37    55     10
 4A023337  32   8   u    0       0          0              8      HT    38    55     10
 4A0233B7  32   8   u    0       0          0              9      HT    39    55     10
 4A023437  32   8   u    0       0          0             10      HT    40    55     10
 4A022F39  32   8   u    0       0          1              0      HT    30    57     10
 4A022FB9  32   8   u    0       0          1              1      HT    31    57     10
